/////	--LOCALE TABLE GENERATED BY TempResearchCombiner.py--
//	--        UPGRADES        --
filerange 15934 17093
rangestart 15934 17093
/////	--        HIIGARAN        --
16480	<b>Effect</b>\n<c=41af41>-20% aborted jump damage</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 65 s</c>\n<b>Requires:</b>\n<c=e7bd59>Engineering Division\nHyperspace Module</c>
16481	Hyperspace Recovery: Level 1
16482	1/3 Hyperspace Recovery
16483	<b>Purpose:</b> Reduces ship post-jump idle time\n-30% hyperspace recovery time\n<c=9d9ddf>Cost: 1200 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16484	Hyperspace Recovery: Level 2
16485	2/3 Hyperspace Recovery
16486	<b>Purpose:</b> Further reduces ship post-jump idle time\n-30% hyperspace recovery time\n<c=9d9ddf>Cost: 2400 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Science Division\nHyperspace Module</c>
16487	Hyperspace Recovery: Level 3
16488	3/3 Hyperspace Recovery
16489	<b>Purpose:</b> Minimizes ship post-jump idle time\n-30% hyperspace recovery time\n<c=9d9ddf>Cost: 4800 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Engineering Division\nHyperspace Module</c>
16490	Hyperspace Cost: Level 1
16491	1/3 Hyperspace Cost
16492	<b>Purpose:</b> Reduces hyperspace cost\n-20% hyperspace cost\n<c=9d9ddf>Cost: 1400 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nHyperspace Module</c>
16493	Hyperspace Cost: Level 2
16494	2/3 Hyperspace Cost
16495	<b>Purpose:</b> Further reduces hyperspace cost\n-20% hyperspace cost\n<c=9d9ddf>Cost: 2800 RUs\nTime: 65 s</c>\n<b>Requires:</b>\n<c=e7bd59>Science Division\nHyperspace Module</c>
16496	Hyperspace Cost: Level 3
16497	3/3 Hyperspace Cost
16498	<b>Purpose:</b> Minimizes hyperspace cost\n-20% hyperspace cost\n<c=9d9ddf>Cost: 5600 RUs\nTime: 75 s</c>\n<b>Requires:</b>\n<c=e7bd59>Engineering Division\nHyperspace Module</c>
16499	Radiation Damage: Level 1
16500	1/3 Radiation Damage
16501	<b>Effect</b>\n<c=41af41>-15% Nebula damage</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 40 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAnti-Radiation Field Module Module</c>
16502	Radiation Damage: Level 2
16503	2/3 Radiation Damage
16504	<b>Effect</b>\n<c=41af41>-15% Nebula damage</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Science Division\nAnti-Radiation Field Module Module</c>
16505	3/3 Radiation Damage
16506	<b>Effect</b>\n<c=41af41>-15% Nebula damage</c>\n<c=9d9ddf>Cost: 6400 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Engineering Division\nAnti-Radiation Field Module Module</c>
16507	Maintenance cost: Level 1
16508	1/3 Maintenance cost
16509	<b>Effect</b>\n<c=41af41>-20% Maintenance cost</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 75 s</c>\n<b>Requires:</b>\n<c=e7bd59>Science Division\nRepair System</c>
16510	Maintenance cost: Level 2
16511	2/3 Maintenance cost
16512	<b>Effect</b>\n<c=41af41>-20% Maintenance cost</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 85 s</c>\n<b>Requires:</b>\n<c=e7bd59>Science Division\nRepair System</c>
16513	Maintenance cost: Level 3
16514	3/3 Maintenance cost
16515	<b>Effect</b>\n<c=41af41>-20% Maintenance cost</c>\n<c=9d9ddf>Cost: 8000 RUs\nTime: 95 s</c>\n<b>Requires:</b>\n<c=e7bd59>Engineering Division\nRepair System</c>
16516	Remote Monitor: Level 1
16517	1/3 Remote Monitor
16518	<b>Purpose:</b> Improves the Remote Monitor sensor power and refresh speed (updates data every 40 sec)\nMonitor Level 1\n<c=9d9ddf>Cost: 1000 RUs\nTime: 40 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAdvanced Sensors Array</c>
16519	Remote Monitor: Level 2
16520	2/3 Remote Monitor
16521	<b>Purpose:</b> Further improves the Remote Monitor sensor power and refresh speed (updates data every 20 sec)\nMonitor Level 2\n<c=9d9ddf>Cost: 2000 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Science Division\nAdvanced Sensors Array</c>
16522	Remote Monitor: Level 3
16523	3/3 Remote Monitor
16524	<b>Purpose:</b> Maximizes the Remote Monitor sensor power and refresh speed (updates data every 10 sec)\nMonitor Level 3\n<c=9d9ddf>Cost: 4000 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Engineering Division\nAdvanced Sensors Array</c>
16525	Crew Cell Capacity: Level 1
16526	1/3 Crew Cell Load
16527	<b>Effect</b>\n<c=41af41>Pilots 3 (+1), Officers 1 (+0)/per Crew Cell</c>\n<c=9d9ddf>Cost: 750 RUs\nTime: 35 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division</c>
16528	Crew Cell Load: Level 2
16529	2/3 Crew Cell Load
16530	<b>Effect</b>\n<c=41af41>Pilots 5 (+2), Officers 2 (+1)/per Crew Cell</c>\n<c=9d9ddf>Cost: 1500 RUs\nTime: 45 s</c>\n<b>Requires:</b>\n<c=e7bd59>Science Division</c>
16531	Crew Cell Load: Level 3
16532	3/3 Crew Cell Load
16533	<b>Effect</b>\n<c=41af41>Pilots 6 (+1), Officers 3 (+1)/per Crew Cell</c>\n<c=9d9ddf>Cost: 2250 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Engineering Division</c>
16537	Solar Shield: Level 1
16538	1/3 Solar Shield
16539	<b>Effects</b>\n<c=41af41>+10% solar shield power\n+3 Energy Consumption</c>\n<c=9d9ddf>Cost: 5000 RUs\nTime: 250 s</c>\n<b>Requires:</b>\n<c=e7bd59>Gujking\nResearch Division</c>
16540	Solar Shield: Level 2
16541	2/3 Solar Shield
16542	<b>Effect</b>\n<c=41af41>+10% solar shield power</c>\n<c=9d9ddf>Cost: 10000 RUs\nTime: 500 s</c>\n<b>Requires:</b>\n<c=e7bd59>Gujking\nScience Division</c>
16543	Solar Shield: Level 3
16544	3/3 Solar Shield
16545	<b>Effects</b>\n<c=41af41>+10% solar shield power\n+3 Energy Consumption</c>\n<c=9d9ddf>Cost: 15000 RUs\nTime: 750 s</c>\n<b>Requires:</b>\n<c=e7bd59>Gujking\nEngineering Division</c>
16546	Remote Space Shield: Level 1
16547	1/3 Remote Space Shield
16548	<b>Effect</b>\n<c=41af41>+10% remote space shield power</c>\n<c=9d9ddf>Cost: 2500 RUs\nTime: 125 s</c>\n<b>Requires:</b>\n<c=e7bd59>Gujking\nResearch Division</c>
16549	Remote Space Shield: Level 2
16550	2/3 Remote Space Shield
16551	<b>Effects</b>\n<c=41af41>+10% remote space shield power\n+3 Energy Consumption</c>\n<c=9d9ddf>Cost: 5000 RUs\nTime: 250 s</c>\n<b>Requires:</b>\n<c=e7bd59>Gujking\nScience Division</c>
16552	Remote Space Shield: Level 3
16553	3/3 Remote Space Shield
16554	<b>Effects</b>\n<c=41af41>+10% remote space shield power\n+3 Energy Consumption</c>\n<c=9d9ddf>Cost: 10000 RUs\nTime: 500 s</c>\n<b>Requires:</b>\n<c=e7bd59>Gujking\nEngineering Division</c>
/////    /----------------------\
/////	/========================\
/////	|         VAYGR          |
/////   \========================/
/////    \----------------------/
16555	Improved Shield Recharge
16556	Def Shield Recharge+
16557	<b>Effect</b>\n<c=41af41>+50% shield recharge rate</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 65 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capitals Facility, Research Division</c>
16558	Improved Shield Duration
16559	Def Shield Duration+
16560	<b>Effect</b>\n<c=41af41>+50% shield duration</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capitals Facility, Research Division</c>
16561	Speed: Level 1
16562	1/3 Capital Speed
16563	<b>Effect</b>\n<c=41af41>+15% Capital speed</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDrive System</c>
16564	1/3 Fighter Speed
16565	<b>Effect</b>\n<c=41af41>+12% Fighter speed</c>\n<c=9d9ddf>Cost: 500 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nDrive System</c>
16566	1/3 Corvette Speed
16567	<b>Effect</b>\n<c=41af41>+15% Corvette speed</c>\n<c=9d9ddf>Cost: 600 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nDrive System</c>
16568	1/3 Frigate Speed
16569	<b>Effect</b>\n<c=41af41>+15% Frigate speed</c>\n<c=9d9ddf>Cost: 700 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nDrive System</c>
16570	Speed: Level 2
16571	2/3 Capital Speed
16572	<b>Effect</b>\n<c=41af41>+15% Capital speed</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDrive System</c>
16573	2/3 Fighter Speed
16574	<b>Effect</b>\n<c=41af41>+13% Fighter speed</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 75 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nDrive System</c>
16575	2/3 Corvette Speed
16576	<b>Effect</b>\n<c=41af41>+15% Corvette speed</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 90 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nDrive System</c>
16577	2/3 Frigate Speed
16578	<b>Effect</b>\n<c=41af41>+15% Frigate speed</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 105 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nDrive System</c>
16579	Speed: Level 3
16580	3/3 Capital Speed
16581	<b>Effect</b>\n<c=41af41>+15% Capital speed</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDrive System</c>
16582	3/3 Fighter Speed
16583	<b>Effect</b>\n<c=41af41>+13% Fighter speed</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 100 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nDrive System</c>
16584	3/3 Corvette Speed
16585	<b>Effect</b>\n<c=41af41>+15% Corvette speed</c>\n<c=9d9ddf>Cost: 2400 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nDrive System</c>
16586	3/3 Frigate Speed
16587	<b>Effect</b>\n<c=41af41>+15% Frigate speed</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 140 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nDrive System</c>
16588	Drive: Level 1
16589	1/3 Capital Drive
16590	<b>Effect</b>\n<c=41af41>+4% Capital drive</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 90 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDrive System</c>
16591	Drive: Level 2
16592	2/3 Capital Drive
16593	<b>Effect</b>\n<c=41af41>+4% Capital drive</c>\n<c=9d9ddf>Cost: 1800 RUs\nTime: 135 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDrive System</c>
16594	Drive: Level 3
16595	3/3 Capital Drive
16596	<b>Effect</b>\n<c=41af41>+4% Capital drive</c>\n<c=9d9ddf>Cost: 3600 RUs\nTime: 180 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDrive System</c>
16597	Health: Level 1
16598	1/3 Capital Health
16599	<b>Effect</b>\n<c=41af41>+30% Capital health</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 100 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDefense Control Tower</c>
16600	1/3 Fighter Health
16601	<b>Effect</b>\n<c=41af41>+45% Fighter health</c>\n<c=9d9ddf>Cost: 600 RUs\nTime: 60 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nDefense Control Tower</c>
16602	1/3 Corvette Health
16603	<b>Effect</b>\n<c=41af41>+40% Corvette health</c>\n<c=9d9ddf>Cost: 700 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nDefense Control Tower</c>
16604	1/3 Frigate Health
16605	<b>Effect</b>\n<c=41af41>+30% Frigate health</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nDefense Control Tower</c>
16606	Health: Level 2
16607	2/3 Capital Health
16608	<b>Effect</b>\n<c=41af41>+30% Capital health</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 150 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDefense Control Tower</c>
16609	2/3 Fighter Health
16610	<b>Effect</b>\n<c=41af41>+45% Fighter health</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 90 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nDefense Control Tower</c>
16611	2/3 Corvette Health
16612	<b>Effect</b>\n<c=41af41>+40% Corvette health</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 105 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nDefense Control Tower</c>
16613	2/3 Frigate Health
16614	<b>Effect</b>\n<c=41af41>+30% Frigate health</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nDefense Control Tower</c>
16615	Health: Level 3
16616	3/3 Capital Health
16617	<b>Effect</b>\n<c=41af41>+40% Capital health</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 200 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nDefense Control Tower</c>
16618	3/3 Fighter Health
16619	<b>Effect</b>\n<c=41af41>+45% Fighter health</c>\n<c=9d9ddf>Cost: 2400 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nDefense Control Tower</c>
16620	3/3 Corvette Health
16621	<b>Effect</b>\n<c=41af41>+40% Corvette health</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 140 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nDefense Control Tower</c>
16622	3/3 Frigate Health
16623	<b>Effect</b>\n<c=41af41>+40% Frigate health</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nDefense Control Tower</c>
16624	Weapon Accuracy: Level 1
16625	1/3 Capital Accuracy
16626	<b>Effect</b>\n<c=41af41>+10% Capital weapon accuracy</c>\n<c=9d9ddf>Cost: 1100 RUs\nTime: 110 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nFire Control Tower</c>
16627	1/3 Fighter Accuracy
16628	<b>Effect</b>\n<c=41af41>+11% Fighter weapon accuracy</c>\n<c=9d9ddf>Cost: 700 RUs\nTime: 70 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nFire Control Tower</c>
16629	1/3 Corvette Accuracy
16630	<b>Effect</b>\n<c=41af41>+11% Corvette weapon accuracy</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nFire Control Tower</c>
16631	1/3 Frigate Accuracy
16632	<b>Effect</b>\n<c=41af41>+10% Frigate weapon accuracy</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 90 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nFire Control Tower</c>
16633	Weapon Accuracy: Level 2
16634	2/3 Capital Accuracy
16635	<b>Effect</b>\n<c=41af41>+10% Capital weapon accuracy</c>\n<c=9d9ddf>Cost: 2200 RUs\nTime: 165 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nFire Control Tower</c>
16636	2/3 Fighter Accuracy
16637	<b>Effect</b>\n<c=41af41>+11% Fighter weapon accuracy</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 105 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nFire Control Tower</c>
16638	2/3 Corvette Accuracy
16639	<b>Effect</b>\n<c=41af41>+11% Corvette weapon accuracy</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nFire Control Tower</c>
16640	2/3 Frigate Accuracy
16641	<b>Effect</b>\n<c=41af41>+10% Frigate weapon accuracy</c>\n<c=9d9ddf>Cost: 1800 RUs\nTime: 135 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nFire Control Tower</c>
16642	Weapon Accuracy: Level 3
16643	3/3 Capital Accuracy
16644	<b>Effect</b>\n<c=41af41>+10% Capital weapon accuracy</c>\n<c=9d9ddf>Cost: 4400 RUs\nTime: 220 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nFire Control Tower</c>
16645	3/3 Fighter Accuracy
16646	<b>Effect</b>\n<c=41af41>+11% Fighter weapon accuracy</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 140 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nFire Control Tower</c>
16647	3/3 Corvette Accuracy
16648	<b>Effect</b>\n<c=41af41>+11% Corvette weapon accuracy</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nFire Control Tower</c>
16649	3/3 Frigate Accuracy
16650	<b>Effect</b>\n<c=41af41>+10% Frigate weapon accuracy</c>\n<c=9d9ddf>Cost: 3600 RUs\nTime: 180 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nFire Control Tower</c>
16651	Weapon Damage: Level 1
16652	1/3 Capital Damage
16653	<b>Effect</b>\n<c=41af41>+20% Capital weapon damage</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nFire Control Tower</c>
16654	1/3 Fighter Damage
16655	<b>Effect</b>\n<c=41af41>+22% Fighter weapon damage</c>\n<c=9d9ddf>Cost: 800 RUs\nTime: 80 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nFire Control Tower</c>
16656	1/3 Corvette Damage
16657	<b>Effect</b>\n<c=41af41>+22% Corvette weapon damage</c>\n<c=9d9ddf>Cost: 900 RUs\nTime: 90 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nFire Control Tower</c>
16658	1/3 Frigate Damage
16659	<b>Effect</b>\n<c=41af41>+20% Frigate weapon damage</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 100 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nFire Control Tower</c>
16660	Weapon Damage: Level 2
16661	2/3 Capital Damage
16662	<b>Effect</b>\n<c=41af41>+20% Capital weapon damage</c>\n<c=9d9ddf>Cost: 2400 RUs\nTime: 180 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nFire Control Tower</c>
16663	2/3 Fighter Damage
16664	<b>Effect</b>\n<c=41af41>+22% Fighter weapon damage</c>\n<c=9d9ddf>Cost: 1600 RUs\nTime: 120 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nFire Control Tower</c>
16665	2/3 Corvette Damage
16666	<b>Effect</b>\n<c=41af41>+22% Corvette weapon damage</c>\n<c=9d9ddf>Cost: 1800 RUs\nTime: 135 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nFire Control Tower</c>
16667	2/3 Frigate Damage
16668	<b>Effect</b>\n<c=41af41>+20% Frigate weapon damage</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 150 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nFire Control Tower</c>
16669	Weapon Damage: Level 3
16670	3/3 Capital Damage
16671	<b>Effect</b>\n<c=41af41>+20% Capital weapon damage</c>\n<c=9d9ddf>Cost: 4800 RUs\nTime: 240 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nFire Control Tower</c>
16672	3/3 Fighter Damage
16673	<b>Effect</b>\n<c=41af41>+22% Fighter weapon damage</c>\n<c=9d9ddf>Cost: 3200 RUs\nTime: 160 s</c>\n<b>Requires:</b>\n<c=e7bd59>Fighter Facility\nResearch Division\nFire Control Tower</c>
16674	3/3 Corvette Damage
16675	<b>Effect</b>\n<c=41af41>+22% Corvette weapon damage</c>\n<c=9d9ddf>Cost: 3600 RUs\nTime: 180 s</c>\n<b>Requires:</b>\n<c=e7bd59>Corvette Facility\nResearch Division\nFire Control Tower</c>
16676	3/3 Frigate Damage
16677	<b>Effect</b>\n<c=41af41>+20% Frigate weapon damage</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 200 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nFire Control Tower</c>
16678	Auto-Repair: Level 1
16679	1/3 Capital Repair
16680	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 1300 RUs\nTime: 130 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16681	1/3 Frigate Repair
16682	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 1100 RUs\nTime: 110 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nRepair System</c>
16683	Auto-Repair: Level 2
16684	2/3 Capital Repair
16685	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 2600 RUs\nTime: 195 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16686	2/3 Frigate Repair
16687	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 2200 RUs\nTime: 165 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nRepair System</c>
16688	Auto-Repair: Level 3
16689	3/3 Capital Repair
16690	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 5200 RUs\nTime: 260 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16691	3/3 Frigate Repair
16692	<b>Effect</b>\n<c=41af41>+100% self-repair rate</c>\n<c=9d9ddf>Cost: 4400 RUs\nTime: 220 s</c>\n<b>Requires:</b>\n<c=e7bd59>Frigate Facility\nResearch Division\nRepair System</c>
16693	Docking: Level 1
16694	1/3 Capital Docking
16695	<b>Effect</b>\n<c=41af41>+200% repair dock  rate</c>\n<c=9d9ddf>Cost: 1400 RUs\nTime: 140 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16696	Docking: Level 2
16697	2/3 Capital Docking
16698	<b>Effect</b>\n<c=41af41>+200% repair dock  rate</c>\n<c=9d9ddf>Cost: 2800 RUs\nTime: 210 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16699	Docking: Level 3
16700	3/3 Capital Docking
16701	<b>Effect</b>\n<c=41af41>+200% repair dock  rate</c>\n<c=9d9ddf>Cost: 5600 RUs\nTime: 280 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16702	Build Speed: Level 1
16703	1/3 Capital Build
16704	<b>Effect</b>\n<c=41af41>+25% construction speed</c>\n<c=9d9ddf>Cost: 1500 RUs\nTime: 50 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16705	Build Speed: Level 2
16706	2/3 Capital Build
16707	<b>Effect</b>\n<c=41af41>+25% construction speed</c>\n<c=9d9ddf>Cost: 3000 RUs\nTime: 75 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16708	Build Speed: Level 3
16709	3/3 Capital Build
16710	<b>Effect</b>\n<c=41af41>+25% construction speed</c>\n<c=9d9ddf>Cost: 6000 RUs\nTime: 100 s</c>\n<b>Requires:</b>\n<c=e7bd59>Capital Facility\nResearch Division\nRepair System</c>
16711	Sensors Range: Level 1
16712	1/3 Sensors Range
16713	<b>Effect</b>\n<c=41af41>+20% range</c>\n<c=9d9ddf>Cost: 1000 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAdvanced Sensors Array</c>
16714	Sensors Range: Level 2
16715	2/3 Sensors Range
16716	<b>Effect</b>\n<c=41af41>+20% range</c>\n<c=9d9ddf>Cost: 2000 RUs\nTime: 65 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAdvanced Sensors Array</c>
16717	Sensors Range: Level 3
16718	3/3 Sensors Range
16719	<b>Effect</b>\n<c=41af41>+20% range</c>\n<c=9d9ddf>Cost: 4000 RUs\nTime: 75 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAdvanced Sensors Array</c>
16720	Cloak Detection: Level 1
16721	1/3 Cloak Detection
16722	<b>Effect</b>\n<c=41af41>+100% cloak detection power</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 35 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAnti-Cloaking Sensors</c>
16723	Cloak Detection: Level 2
16724	2/3 Cloak Detection
16725	<b>Effect</b>\n<c=41af41>+100% cloak detection power</c>\n<c=9d9ddf>Cost: 2400 RUs\nTime: 45 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAnti-Cloaking Sensors</c>
16726	Cloak Detection: Level 3
16727	3/3 Cloak Detection
16728	<b>Effect</b>\n<c=41af41>+100% cloak detection power</c>\n<c=9d9ddf>Cost: 4800 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nAnti-Cloaking Sensors</c>
16729	Cloak Time: Level 1
16730	1/3 Cloak Time
16731	<b>Effect</b>\n<c=41af41>+30% cloak duration</c>\n<c=9d9ddf>Cost: 1200 RUs\nTime: 35 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nCloak Generator</c>
16732	Cloak Time: Level 2
16733	2/3 Cloak Time
16734	<b>Effect</b>\n<c=41af41>+30% cloak duration</c>\n<c=9d9ddf>Cost: 2400 RUs\nTime: 45 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nCloak Generator</c>
16735	Cloak Time: Level 3
16736	3/3 Cloak Time
16737	<b>Effect</b>\n<c=41af41>+30% cloak duration</c>\n<c=9d9ddf>Cost: 4800 RUs\nTime: 55 s</c>\n<b>Requires:</b>\n<c=e7bd59>Research Division\nCloak Generator</c>
